ym,FEDFUNDS,MORTGAGE30US,CPIAUCSL,UNRATE,DEXUSEU,T10Y2Y,HOUST,PERMIT,FEDFUNDS_CHANGE,MORTGAGE30US_CHANGE,INFLATION_RATE,FEDFUNDS_LAG1,FEDFUNDS_LAG3,MORTGAGE30US_LAG1
1986-01,3.2483570765056164,4.659987963623146,97.95753436573857,5.298814305741745,0.984598285790713,1.139765684040507,1291.5390275560162,1540.4238451035924,,,,,,
1986-02,2.9725325870955204,4.6725747345722,101.9167128945987,4.797960822392581,1.0399830099468836,1.0956227715834965,1152.5451913148602,1426.11453803562,-0.2758244894100961,0.012586770949054582,4.041729464196164,3.2483570765056164,,4.659987963623146
1986-03,3.40716217114223,4.788688478334176,101.4876014275424,4.623451591806872,1.0675153039753136,1.1212578027672766,1203.3171592016788,1429.5434111933957,0.4346295840467098,0.11611374376197592,-0.4210413139011715,2.9725325870955204,,4.6725747345722
1986-04,3.8864628513807085,4.206202947460649,100.37184273852654,5.525382518697567,1.0727837405597473,0.929068251089218,1158.9231280413824,1496.4588154430057,0.47930068023847827,-0.5824855308735275,-1.0994039403054212,3.40716217114223,3.2483570765056164,4.788688478334176
1986-05,3.0494665499468145,4.4674785865282445,99.43939120265821,5.003154386888716,0.9758905320897483,0.6150208272786829,1403.8351601793815,1336.5289982279803,-0.8369963014338939,0.26127563906759566,-0.9289971275085684,3.8864628513807085,2.9725325870955204,4.206202947460649
1986-06,3.0910238120261853,5.35702599032591,104.24491465656028,5.0496687307482455,0.9945368232398414,1.2765248210228022,1205.2781434037772,1453.473670853781,0.041557262079370716,0.8895474037976658,4.83261552165819,3.0494665499468145,3.40716217114223,4.4674785865282445
1986-07,4.0391899493707655,5.465043054856342,104.30040235591733,5.548317657100202,0.921824491036897,0.9727200031940666,1428.08714409,1201.489227636338,0.9481661373445802,0.10801706453043192,0.05322820738051792,3.0910238120261853,3.8864628513807085,5.35702599032591
1986-08,3.6747228301530765,4.9210823501766745,103.30164827244124,5.341645780997772,0.9667007814089438,0.9073115805088384,1333.6476174899055,1574.8179324977907,-0.36446711921768893,-0.5439607046796677,-0.9575745260003043,4.0391899493707655,3.0494665499468145,5.465043054856342
1986-09,3.097609363588309,5.19264236687688,107.69327399209533,5.336433164918138,1.05623405105179,1.2299254555658439,1307.807471972057,1292.0885456250014,-0.5771134665647675,0.2715600167002057,4.251263937310945,3.6747228301530765,3.0910238120261853,4.9210823501766745
1986-10,3.6448753529769804,5.136564582390763,102.35983046734769,5.874026394343582,1.0897669960972127,1.024171467080788,1303.8052233712756,1669.652924264178,0.5472659893886713,-0.05607778448611711,-4.952438835817274,3.097609363588309,4.0391899493707655,5.19264236687688
1986-11,3.1830314853273065,5.989990773393107,101.94894965815053,5.056293997656413,0.9482658980706867,1.3258846606431351,1313.600917597982,1459.347172425835,-0.4618438676496739,0.8534261910023435,-0.4014082548995934,3.6448753529769804,3.6747228301530765,5.136564582390763
1986-12,3.222905252517018,5.424949481387583,104.11618386023751,5.5524863207451425,0.9813546171260729,1.2485987185496095,1088.6968231522728,1483.218736950704,0.03987376718971136,-0.5650412920055237,2.125803364678136,3.1830314853273065,3.097609363588309,5.989990773393107
1987-01,3.6176544627706697,5.073056589997988,105.908827967289,5.315980202416323,1.0106509328809457,1.2731859879933063,1260.767722583326,1442.8800139343953,0.39474921025365184,-0.35189289138959534,1.721772774017416,3.222905252517018,3.6448753529769804,5.424949481387583
1987-02,2.5807984407248092,4.846720035485699,106.98667889864538,5.404149232424268,1.0269714722029497,0.8745277248519602,1380.3084328755324,1493.1588494721511,-1.0368560220458605,-0.2263365545122884,1.0177158524398822,3.6176544627706697,3.1830314853273065,5.073056589997988
1987-03,2.71559559782923,4.672985232723343,106.51752788428735,5.806756803110951,0.9734741354683413,1.401324261713329,1297.979623889225,1707.382884399945,0.13479715710442086,-0.17373480276235576,-0.43851348521855016,2.5807984407248092,3.222905252517018,4.846720035485699
1987-04,3.337366133515821,5.23707322710945,108.20411079302859,5.525157320411426,1.0361468654705643,1.2223697331693186,1169.3627740454567,1247.9719728502096,0.6217705356865908,0.5640879943861066,1.5833853284441757,2.71559559782923,3.6176544627706697,4.672985232723343
1987-05,3.152377917691626,4.969813521005053,105.4969211516191,5.558827485305012,0.9922398533078787,1.1074136436590394,1311.5850576348482,1709.0031832540428,-0.1849882158241951,-0.2672597061043973,-2.501928643531637,3.337366133515821,2.5807984407248092,5.23707322710945
1987-06,3.856017729926741,4.790288567076987,111.38752920814652,5.743560847491156,1.0161956213627856,1.22105921650354,1494.1067861485765,1605.491130429575,0.7036398122351151,-0.1795249539280661,5.583677696206402,3.152377917691626,2.71559559782923,4.969813521005053
1987-07,3.2847884788927435,5.042791979070158,108.83569764321486,5.336726905400625,1.0452171697427675,0.848207667114631,1455.1788317868409,1429.1436159016264,-0.5712292510339974,0.25250341199317106,-2.2909490703964974,3.856017729926741,3.337366133515821,4.790288567076987
1987-08,3.072349901394685,4.931643917264135,111.73459166317626,5.218784182196716,1.019207002988197,1.2962169459856339,1331.0011332170834,1453.8978917056736,-0.2124385774980584,-0.11114806180602255,2.6635507308131245,3.2847884788927435,3.152377917691626,5.042791979070158
